Word,Length,Consonants,Vowels,Syllables,Origin,Favourite
Ocher,5,3,2,2,,
Pinot,5,3,2,2,,
Whelm,5,4,1,1,Middle English,
Pubic,5,3,2,2,,
Scrim,5,4,1,1,,
Kabul,5,3,2,2,Indo Iranian,
Gouge,5,2,3,1,Old French,
Bight,5,4,1,1,Middle English,
Dimer,5,3,2,2,,
Rearm,5,3,2,1,,
Fixed,5,3,2,2,,
Mealy,5,3,2,2,,
Manta,5,3,2,2,French,
Laius,5,2,3,3,,
Aspac,5,3,2,2,,
Sepia,5,2,3,3,,
Apium,5,2,3,3,Latin,
Piled,5,3,2,2,,
Astir,5,3,2,2,,
Mambo,5,3,2,2,Spanish,
Timor,5,3,2,2,Malay,
Yazoo,5,2,3,2,,
Mower,5,3,2,2,,
Snipe,5,3,2,1,Middle English,
Maize,5,2,3,1,Spanish,
Gaunt,5,3,2,1,Middle English,
Dopey,5,3,2,2,,
Shorn,5,4,1,1,,
Shown,5,4,1,1,,
Spiff,5,4,1,1,,
Caret,5,3,2,2,Latin,
Tempt,5,4,1,1,Old French,
Conge,5,3,2,2,,
Bosun,5,3,2,2,,
Liken,5,3,2,2,Middle English,
Exult,5,3,2,2,Middle French,
Swack,5,4,1,1,Scots,
Dolor,5,3,2,2,Anglo Norman,
Scour,5,3,2,1,Middle English,
Filer,5,3,2,2,Late Latin,
Nodus,5,3,2,2,Latin,
Spoor,5,3,2,1,Afrikaans,
Sente,5,3,2,2,Latin,
Agaze,5,2,3,2,,
Esker,5,3,2,2,Irish,
Watts,5,4,1,1,Middle English,
Ernst,5,4,1,1,,
Sente,5,3,2,2,Latin,
Selar,5,3,2,2,,
Fixer,5,3,2,2,,
Calyx,5,4,1,2,Latin,
Blahs,5,4,1,1,,
Anasa,5,2,3,3,,
Saucy,5,3,2,2,,
Shirk,5,4,1,1,German,
Salah,5,3,2,2,Malay,
Fiver,5,3,2,2,,
Tasha,5,3,2,2,,
Annul,5,3,2,2,Old French,
Weeny,5,3,2,2,German,
Lyssa,5,4,1,2,,
Bogus,5,3,2,2,,
Alosa,5,2,3,3,,
Oaken,5,2,3,2,Middle English,
Caaba,5,2,3,2,,
Drawl,5,4,1,1,Dutch,
Ahura,5,2,3,3,,
Bowed,5,3,2,1,,
Swazi,5,3,2,2,,
Laird,5,3,2,1,,
Lefty,5,4,1,2,,
Guano,5,2,3,2,Spanish,
Seine,5,2,3,1,Old English,
Dumas,5,3,2,2,,
Arete,5,2,3,3,Ancient Greek,
Coati,5,2,3,2,Old Tupi,
Credo,5,3,2,2,Latin,
Judea,5,2,3,2,Latin,
Clary,5,4,1,2,,
Chica,5,3,2,2,Spanish,
Defer,5,3,2,2,Old French,
Raspy,5,4,1,2,,
Thews,5,4,1,1,,
Sooth,5,3,2,1,Middle English,
Verve,5,3,2,2,French,
Cowed,5,3,2,1,,
Libel,5,3,2,2,Old French,
Acold,5,3,2,2,Middle English,
Assam,5,3,2,2,,
Segue,5,2,3,1,Italian,
Rigel,5,3,2,2,Arabic,
Dicot,5,3,2,2,,
Amply,5,4,1,2,,
Noria,5,2,3,3,Spanish,
Noria,5,2,3,3,Spanish,
Quire,5,2,3,1,Anglo Norman,
Satin,5,3,2,2,Old French,
Stash,5,4,1,1,,
Sidle,5,3,2,2,Middle English,
Cadge,5,3,2,1,Old French,
Sapid,5,3,2,2,,
Accra,5,3,2,2,,
Peary,5,3,2,2,,
Horst,5,4,1,1,German,
Butea,5,2,3,2,,
Talos,5,3,2,2,,
Reave,5,2,3,1,Middle English,
Kafir,5,3,2,2,,
Ovule,5,2,3,2,,
Appro,5,3,2,2,,
Gifts,5,4,1,1,,
Privy,5,4,1,2,Old French,
Crabs,5,4,1,1,,
Repel,5,3,2,2,Middle English,
Hadal,5,3,2,2,French,
Kurma,5,3,2,2,,
Padre,5,3,2,2,,
Pieta,5,2,3,3,,
Vigil,5,3,2,2,Middle English,
Warty,5,4,1,2,,
Zombi,5,3,2,2,French,
Swami,5,3,2,2,,
Joule,5,2,3,1,,
Mixer,5,3,2,2,,
Fluor,5,3,2,1,Medieval Latin,
Egret,5,3,2,2,Middle English,
Divan,5,3,2,2,French,
Albee,5,2,3,2,,
Kansa,5,3,2,2,,
Infer,5,3,2,2,Latin,
Haifa,5,2,3,2,Arabic,
Occur,5,3,2,2,Middle French,
Dummy,5,4,1,2,,
Druid,5,3,2,1,French,
Hairy,5,3,2,2,,
Bunko,5,3,2,2,,
Desks,5,4,1,1,,
Cutis,5,3,2,2,Latin,
Feint,5,3,2,1,French,
Edict,5,3,2,2,Old French,
Yucky,5,4,1,2,,
Islay,5,3,2,2,,
Reeve,5,2,3,2,,
Felis,5,3,2,2,Latin,
Chare,5,3,2,1,Middle English,
Swale,5,3,2,1,Middle English,
Reeve,5,2,3,2,,
Felis,5,3,2,2,Latin,
Hondo,5,3,2,2,,
Dower,5,3,2,2,Middle English,
Riata,5,2,3,3,,
Azoic,5,2,3,2,,
Troop,5,3,2,1,French,
Namer,5,3,2,2,,
Afire,5,2,3,2,,
Prima,5,3,2,2,,
Scree,5,3,2,1,Old Norse,
Falla,5,3,2,2,,
Lanai,5,2,3,2,Hawaiian,
Mared,5,3,2,1,,
Spiny,5,4,1,2,,
Imply,5,4,1,2,Old French,
Mauve,5,2,3,2,Latin,
Senor,5,3,2,2,,
Starr,5,4,1,1,,
Kudzu,5,3,2,2,Japanese,
Dotty,5,4,1,2,,
Kweek,5,3,2,1,Middle Dutch,
Philo,5,3,2,2,,
Scaly,5,4,1,2,,
Beset,5,3,2,2,,
Llano,5,3,2,2,Spanish,
Monal,5,3,2,2,,
Vedic,5,3,2,2,,
Duper,5,3,2,2,,
Malum,5,3,2,2,Latin,
Tissu,5,3,2,2,Old French,
Bilby,5,4,1,2,Dharug,
Aedes,5,2,3,1,,
Churn,5,4,1,1,Old English,
Davit,5,3,2,2,,
Wimpy,5,4,1,2,,
Mined,5,3,2,1,,
Samia,5,2,3,3,,
Nifty,5,4,1,2,,
Vates,5,3,2,1,Latin,
Yokel,5,3,2,2,German,
Herod,5,3,2,2,Ancient Greek,
Kraft,5,4,1,1,Old Norse,
Facia,5,2,3,3,,
Larix,5,3,2,2,Latin,
Stays,5,4,1,1,,
Tatar,5,3,2,2,Turkic,
Trips,5,4,1,1,,
Trips,5,4,1,1,,
Stilt,5,4,1,1,,
Ekman,5,3,2,2,,
Briny,5,4,1,2,,
Allyl,5,4,1,2,,
Filch,5,4,1,1,Middle English,
Uhlan,5,3,2,2,French,
Speck,5,4,1,1,Old English,
Nerva,5,3,2,2,,
Lotte,5,3,2,2,French,
Lymph,5,5,0,1,Latin,
Marri,5,3,2,2,Middle French,
Wormy,5,4,1,2,,
Tapir,5,3,2,2,French,
Phoca,5,3,2,2,Latin,
Maidu,5,2,3,2,,
Weeds,5,3,2,1,Old English,
Harpo,5,3,2,2,,
Thuja,5,3,2,2,Ancient Greek,
Crith,5,4,1,1,Ancient Greek,
Ratty,5,4,1,2,,
Flown,5,4,1,1,,
Eosin,5,2,3,2,,
Ibert,5,3,2,2,,
Adown,5,3,2,2,Old English,
Looks,5,3,2,1,,
Sango,5,3,2,2,,
Bossi,5,3,2,2,English,
Buret,5,3,2,2,,
Burin,5,3,2,2,French,
Galla,5,3,2,2,Germanic,
Manse,5,3,2,2,Middle English,
Negus,5,3,2,2,,
Gulag,5,3,2,2,Russian,
Torus,5,3,2,2,Latin,
Banty,5,4,1,2,,
Ileum,5,2,3,2,Medieval Latin,
Dregs,5,4,1,1,,
Argil,5,3,2,2,Ancient Greek,
Webby,5,4,1,2,,
Javan,5,3,2,2,,
Modem,5,3,2,2,English,
Percy,5,4,1,2,Old French,
Ethyl,5,4,1,2,German,
Inane,5,2,3,2,Middle French,
Morus,5,3,2,2,,
Hemal,5,3,2,2,,
Pitta,5,3,2,2,Telugu,
Bethe,5,3,2,2,,
Elfin,5,3,2,2,Middle English,
Elfin,5,3,2,2,Middle English,
Irani,5,2,3,3,Persian,
Bulla,5,3,2,2,Latin,
Senna,5,3,2,2,,
Quell,5,3,2,1,Old English,
Seoul,5,2,3,2,Korean,
Glyph,5,5,0,1,French,
Cubes,5,3,2,2,,
Ichor,5,3,2,2,Ancient Greek,
Cento,5,3,2,2,Latin,
Seats,5,3,2,1,,
Humus,5,3,2,2,Latin,
Ennui,5,2,3,2,French,
Clast,5,4,1,1,,
Equid,5,2,3,2,,
Emcee,5,2,3,2,,
Sherd,5,4,1,1,Middle English,
Volva,5,3,2,2,Latin,
Timed,5,3,2,1,,
Hilar,5,3,2,2,Latin,
Tinea,5,2,3,2,,
Sauna,5,2,3,2,Finnish,
Atopy,5,3,2,3,Ancient Greek,
Ashur,5,3,2,2,,
Meaty,5,3,2,2,,
Legit,5,3,2,2,,
Inset,5,3,2,2,Middle English,
Haugh,5,3,2,1,Old English,
Tuned,5,3,2,1,,
Furze,5,3,2,2,,
Tabor,5,3,2,2,Hungarian,
Deary,5,3,2,2,,
Stowe,5,3,2,1,,
Mnium,5,3,2,2,,
Rebuy,5,3,2,2,,
Tenet,5,3,2,2,Latin,
Facer,5,3,2,2,Latin,
Rosin,5,3,2,2,Middle Low German,
Glair,5,3,2,1,Old French,
Araba,5,2,3,3,Russian,
Scrip,5,4,1,1,Old French,
Viand,5,3,2,2,Anglo Norman,
Rites,5,3,2,1,,
Basra,5,3,2,2,,
Pager,5,3,2,2,,
Baisa,5,2,3,2,,
Chait,5,3,2,1,,
Larus,5,3,2,2,Latin,
Inkle,5,3,2,2,Middle English,
Batak,5,3,2,2,Ottoman Turkish,
Batak,5,3,2,2,Ottoman Turkish,
Berne,5,3,2,2,,
Toper,5,3,2,2,English,
Melee,5,2,3,2,French,
Cense,5,3,2,2,Old French,
Crony,5,4,1,2,Ancient Greek,
Envoy,5,3,2,2,French,
Linux,5,3,2,2,,
Hopes,5,3,2,1,,
Skald,5,4,1,1,Old Norse,
Plash,5,4,1,1,Middle English,
Garbo,5,3,2,2,,
Douse,5,2,3,1,North Germanic,
Bruit,5,3,2,1,Old French,
Blini,5,3,2,2,Russian,
Snarf,5,4,1,1,,
Pilar,5,3,2,2,,
Ramus,5,3,2,2,Latin,
Avena,5,2,3,3,Latin,
Hirer,5,3,2,2,,
Jingo,5,3,2,2,,
Plunk,5,4,1,1,,
Metre,5,3,2,2,French,
Chuff,5,4,1,1,,
Cauda,5,2,3,2,Latin,
Crimp,5,4,1,1,Middle English,
Riled,5,3,2,2,,
Banch,5,4,1,1,,
Saida,5,2,3,2,,
Loire,5,2,3,1,French,
Gorse,5,3,2,1,Middle English,
Ameer,5,2,3,2,,
Minos,5,3,2,2,Ancient Greek,
Boole,5,2,3,1,,
Verne,5,3,2,2,,
Assay,5,3,2,2,Anglo Norman,
Befit,5,3,2,2,,
Sudsy,5,4,1,2,,
Palea,5,2,3,2,Latin,
Haman,5,3,2,2,,
Buteo,5,2,3,2,Latin,
Verge,5,3,2,2,Middle French,
Zarqa,5,3,2,2,,
Fates,5,3,2,1,,
Mogul,5,3,2,2,German,
Tutsi,5,3,2,2,,
Varan,5,3,2,2,French,
Ngala,5,3,2,2,,
Norge,5,3,2,2,,
Sadly,5,4,1,2,,
Peron,5,3,2,2,,
Carex,5,3,2,2,Latin,
Fetal,5,3,2,2,,
Whizz,5,4,1,1,,
Sordo,5,3,2,2,Latin,
Dinar,5,3,2,2,Arabic,
Tilde,5,3,2,2,Spanish,
Bihar,5,3,2,2,Hindi,
Byway,5,4,1,2,,
Kurta,5,3,2,2,Hindi,
Exert,5,3,2,2,Latin,
Croon,5,3,2,1,Middle Dutch,
Lepas,5,3,2,2,Latin,
Outre,5,2,3,2,Latin,
Ursus,5,3,2,2,Latin,
Heady,5,3,2,2,Middle English,
Elide,5,2,3,2,,
Leery,5,3,2,2,,
Numen,5,3,2,2,Latin,
Tinct,5,4,1,1,Latin,
Pilaf,5,3,2,2,Turkish,
Cuddy,5,4,1,2,Dutch,
Bosey,5,3,2,2,,
Labis,5,3,2,2,,
Swage,5,3,2,1,Old French,
Spang,5,4,1,1,Middle English,
Lille,5,3,2,2,Old French,
Gonif,5,3,2,2,,
Rubel,5,3,2,2,Russian,
Etude,5,2,3,2,French,
Amain,5,2,3,2,French,
Mirza,5,3,2,2,Persian,
Satie,5,2,3,2,,
Ducat,5,3,2,2,Old French,
Pampa,5,3,2,2,Quechuan,
Yards,5,4,1,1,,
Scull,5,4,1,1,Middle English,
Chaps,5,4,1,1,,
Soave,5,2,3,1,,
Ilmen,5,3,2,2,,
Dicey,5,3,2,2,,
Iraqi,5,2,3,3,,
Aftra,5,3,2,2,,
Bowls,5,4,1,1,,
Papal,5,3,2,2,Medieval Latin,
Halon,5,3,2,2,Proto Germanic,
ALGOL,5,3,2,2,,
Snick,5,4,1,1,,
Genip,5,3,2,2,,
Toady,5,3,2,2,,
Glaux,5,3,2,1,,
Dumps,5,4,1,1,,
Durga,5,3,2,2,,
Toady,5,3,2,2,,
Grimm,5,4,1,1,,
Deice,5,2,3,1,,
Soman,5,3,2,2,German,
Solan,5,3,2,2,,
Triga,5,3,2,2,,
Pasty,5,4,1,2,Anglo Norman,
Pesky,5,4,1,2,,
Pavan,5,3,2,2,,
Cesta,5,3,2,2,Proto Slavic,
Aguey,5,2,3,2,,
Matey,5,3,2,2,,
Biota,5,2,3,3,Ancient Greek,
Extol,5,3,2,2,Latin,
Sepoy,5,3,2,2,Portuguese,
Nauru,5,2,3,2,Nauruan,
Skive,5,3,2,1,Middle English,
Embed,5,3,2,2,,
Kiddy,5,4,1,2,,
Fugal,5,3,2,2,Proto Germanic,
Canid,5,3,2,2,,
Uncus,5,3,2,2,Latin,
Incur,5,3,2,2,Anglo Norman,
Galan,5,3,2,2,,
Cozen,5,3,2,2,,
Girja,5,3,2,2,,
Plink,5,4,1,1,,
Loran,5,3,2,2,,
Grama,5,3,2,2,Old English,
Creel,5,3,2,1,Middle English,
Azeri,5,2,3,3,,
Vapid,5,3,2,2,Latin,
Tedge,5,3,2,1,,
Umbel,5,3,2,2,Latin,
Oleum,5,2,3,2,Latin,
Quira,5,2,3,2,,
Shina,5,3,2,2,,
Brusa,5,3,2,2,,
Jinja,5,3,2,2,,
Urial,5,2,3,3,,
Squib,5,3,2,1,,
Tripe,5,3,2,1,Middle English,
Stave,5,3,2,1,,
Relic,5,3,2,2,Middle English,
Areca,5,2,3,3,Portuguese,
Gripe,5,3,2,1,Middle English,
Raita,5,2,3,2,Hindi,
Papua,5,2,3,2,Malay,
Cocus,5,3,2,2,,
Fonda,5,3,2,2,,
Plumb,5,4,1,1,Old French,
Clade,5,3,2,1,Ancient Greek,
Nikka,5,3,2,2,Danish,
Bayed,5,3,2,1,,
Alary,5,3,2,3,Latin,
Wires,5,3,2,1,,
Sunni,5,3,2,2,Arabic,
Annum,5,3,2,2,,
Iliad,5,2,3,3,Ancient Greek,
Angas,5,3,2,2,,
Fatwa,5,3,2,2,Arabic,
Ibsen,5,3,2,2,,
Lurid,5,3,2,2,Latin,
Snowy,5,4,1,2,Old English,
Thrip,5,4,1,1,,
Abuna,5,2,3,3,Amharic,
Tidal,5,3,2,2,,
Cubed,5,3,2,2,,
Merle,5,3,2,2,Latin,
Throe,5,3,2,1,Middle English,
Pipes,5,3,2,1,,
Nevus,5,3,2,2,,
Liege,5,2,3,2,,
Ached,5,3,2,1,,
Noddy,5,4,1,2,,
Diode,5,2,3,2,,
Sanaa,5,2,3,2,,
Gooey,5,2,3,2,,
Grias,5,3,2,2,,
Lotic,5,3,2,2,Latin,
Stagy,5,4,1,2,,
Cornu,5,3,2,2,Latin,
Cager,5,3,2,2,,
Outdo,5,2,3,2,,
Trema,5,3,2,2,,
Trews,5,4,1,1,,
Griot,5,3,2,2,French,
Willi,5,3,2,2,,
Incan,5,3,2,2,,
Barye,5,3,2,2,,
Buber,5,3,2,2,,
Wahoo,5,2,3,2,Creek,
Servo,5,3,2,2,Latin,
Mayan,5,3,2,1,,
Chios,5,3,2,2,Latin,
Specs,5,4,1,1,,
Tenon,5,3,2,2,Middle French,
Matai,5,2,3,2,Samoan,
Latke,5,3,2,2,Yiddish,
Swede,5,3,2,2,,
Apnea,5,2,3,2,New Latin,
Ovine,5,2,3,2,,
Smore,5,3,2,1,,
Whang,5,4,1,1,Scots,
Voile,5,2,3,1,Anglo Norman,
Radix,5,3,2,2,Latin,
Seedy,5,3,2,2,,
Algal,5,3,2,2,,
Tobin,5,3,2,2,,
Mysis,5,4,1,2,,
Caked,5,3,2,1,,
Kandy,5,4,1,2,,
Suits,5,3,2,1,,
Gaudi,5,2,3,2,,
Nehru,5,3,2,2,,
Panax,5,3,2,2,,
Liked,5,3,2,1,,
Deneb,5,3,2,2,Arabic,
Brits,5,4,1,1,Dutch,
Terce,5,3,2,1,,
Jacal,5,3,2,2,Classical Nahuatl,
Woolf,5,3,2,1,,
Fishy,5,4,1,2,,
Thoth,5,4,1,1,,
Lahar,5,3,2,2,Javanese,
Crape,5,3,2,1,French,
Naias,5,2,3,3,,
Pasch,5,4,1,1,Old French,
Tamed,5,3,2,1,,
Argal,5,3,2,2,Latin,
Musky,5,4,1,2,,
Yearn,5,3,2,1,Old English,
Marly,5,4,1,2,,
Trapa,5,3,2,2,,
Missa,5,3,2,2,Latin,
Toter,5,3,2,2,,
Vidal,5,3,2,2,,
Wreak,5,3,2,1,Old English,
Octan,5,3,2,2,,
Swoon,5,3,2,1,Middle English,
Klick,5,4,1,1,,
Fusil,5,3,2,2,Latin,
Muggy,5,4,1,2,Old Norse,
Clubs,5,4,1,1,,
Hames,5,3,2,1,,
Kyoto,5,3,2,2,Japanese,
Islet,5,3,2,2,Middle French,
Dingy,5,4,1,2,Middle English,
Algid,5,3,2,2,,
Roble,5,3,2,2,Latin,
Clams,5,4,1,1,,
Plebe,5,3,2,2,Latin,
Waugh,5,3,2,1,,
Simal,5,3,2,2,,
Waken,5,3,2,2,Middle English,
Fetid,5,3,2,2,,
Culpa,5,3,2,2,Latin,
Qibla,5,3,2,2,,
Tchad,5,4,1,1,,
Harte,5,3,2,2,,
Doyen,5,3,2,1,French,
Kotex,5,3,2,2,,
Oxime,5,2,3,2,,
Wyeth,5,4,1,1,,
Rerun,5,3,2,2,,
Clime,5,3,2,1,,
Oldie,5,2,3,2,,
Packs,5,4,1,1,,
Choco,5,3,2,2,,
Nsmen,5,4,1,1,,
Hemic,5,3,2,2,,
Selva,5,3,2,2,Latin,
Lhasa,5,3,2,2,Tibetan,
Hoops,5,3,2,1,,
Grift,5,4,1,1,,
Yukon,5,3,2,2,Gwichin,
Chasm,5,4,1,2,Latin,
Atony,5,3,2,3,New Latin,
Cronk,5,4,1,1,Old Irish,
Noisy,5,3,2,2,,
Zaria,5,2,3,3,,
Deeds,5,3,2,1,,
Daraf,5,3,2,2,,
Sneer,5,3,2,1,,
Porto,5,3,2,2,,
Provo,5,3,2,2,French,
Slake,5,3,2,1,Middle English,
Lento,5,3,2,2,Italian,
Scrag,5,4,1,1,Norwegian,
Metis,5,3,2,2,French,
Aegir,5,2,3,2,,
Sousa,5,2,3,2,,
Spurt,5,4,1,1,Middle English,
Algin,5,3,2,2,,
Matin,5,3,2,2,French,
Midst,5,4,1,1,,
Homel,5,3,2,2,,
Mores,5,3,2,1,Latin,
Tiler,5,3,2,2,,
Perky,5,4,1,2,,
Campy,5,4,1,2,,
Wight,5,4,1,1,,
Nobby,5,4,1,2,,
Begum,5,3,2,2,Urdu,
Forgo,5,3,2,2,Middle English,
Lushy,5,4,1,2,,
Coosa,5,2,3,2,,
Unbox,5,3,2,2,,
Homey,5,3,2,2,,
Venin,5,3,2,2,Old French,
Lysol,5,4,1,2,,
Camus,5,3,2,2,Basque,
Galax,5,3,2,2,,
Imbue,5,2,3,2,Latin,
Baldr,5,4,1,1,,
Eames,5,2,3,1,,
Osier,5,2,3,2,French,
Spree,5,3,2,1,Irish,
Morel,5,3,2,2,French,
Longs,5,4,1,1,,
Praya,5,3,2,1,,
Cloze,5,3,2,2,,
Amole,5,2,3,2,Spanish,
Nyala,5,3,2,2,,
Jafar,5,3,2,2,Arabic,
Shoal,5,3,2,1,Middle English,
Boeuf,5,2,3,2,,
Edged,5,3,2,1,,
Limey,5,3,2,2,,
Kulak,5,3,2,2,Russian,
Spurn,5,4,1,1,Middle English,
Brusk,5,4,1,1,Old Norse,
Payee,5,2,3,1,,
Punic,5,3,2,2,,
Alces,5,3,2,2,Latin,
Paget,5,3,2,2,,
Seton,5,3,2,2,,
Pronk,5,4,1,1,Afrikaans,
Copal,5,3,2,2,Spanish,
Shako,5,3,2,2,Hungarian,
Bonny,5,4,1,2,Middle English,
Spitz,5,4,1,1,,
Asdic,5,3,2,2,English,
Gaudy,5,3,2,2,Old French,
Shogi,5,3,2,2,Japanese,
Presa,5,3,2,2,Old Portuguese,
Aulos,5,2,3,2,Ancient Greek,
Covin,5,3,2,2,,
Meles,5,3,2,2,,
Busby,5,4,1,2,,
Gunny,5,4,1,2,Hindi,
Hegel,5,3,2,2,German,
Mande,5,3,2,2,English,
Capra,5,3,2,2,Latin,
Meany,5,3,2,2,,
Khaya,5,3,2,1,,
Benne,5,3,2,2,Malay,
Slops,5,4,1,1,,
Impel,5,3,2,2,Latin,
Flier,5,3,2,1,,
Bunce,5,3,2,1,,
Fenny,5,4,1,2,Old English,
Coned,5,3,2,1,,
Vouch,5,3,2,1,Old French,
Winch,5,4,1,1,,
Boric,5,3,2,2,,
Fucus,5,3,2,2,Latin,
Idler,5,3,2,2,,
Heaps,5,3,2,1,,
Ottar,5,3,2,2,,
Anele,5,2,3,3,Old English,
Peeve,5,2,3,2,,
Poesy,5,3,2,2,Middle French,
Ardeb,5,3,2,2,,
Piton,5,3,2,2,French,
Foamy,5,3,2,2,,
Gnarl,5,4,1,1,,
Chubb,5,4,1,1,,
Urger,5,3,2,2,,
Melic,5,3,2,2,,
Widen,5,3,2,2,,
Embus,5,3,2,2,,
Vitus,5,3,2,2,Latin,
Burry,5,4,1,2,,
Lichi,5,3,2,2,,
Falco,5,3,2,2,Latin,
Crius,5,3,2,2,,
Pubis,5,3,2,2,Latin,
Strad,5,4,1,1,,
Tepid,5,3,2,2,Latin,
Jinks,5,4,1,1,,
Muran,5,3,2,2,,
Kinin,5,3,2,2,French,
Revet,5,3,2,2,,
Covet,5,3,2,2,Middle English,
Gorki,5,3,2,2,Russian,
Snafu,5,3,2,2,,
Iesha,5,2,3,2,,
Snafu,5,3,2,2,,
Ensky,5,4,1,2,,
Inert,5,3,2,2,French,
Wordy,5,4,1,2,Middle English,
Rajah,5,3,2,2,Sanskrit,
Tekki,5,3,2,2,,
Platy,5,4,1,2,,
Briss,5,4,1,1,,
Fount,5,3,2,1,Middle French,
Foots,5,3,2,1,,
Skirl,5,4,1,1,Scots,
Scald,5,4,1,1,Anglo Norman,
Johns,5,4,1,1,,
Typha,5,4,1,2,,
Malmo,5,3,2,2,,
Softy,5,4,1,2,,
Quipu,5,2,3,2,Quechua,
Kedge,5,3,2,1,,
Magha,5,3,2,2,Sanskrit,
Capek,5,3,2,2,,
Mizen,5,3,2,2,,
Tonne,5,3,2,2,Old French,
Thorp,5,4,1,1,Middle English,
Causa,5,2,3,2,Latin,
Bungs,5,4,1,1,,
Kelso,5,3,2,2,,
Fondu,5,3,2,2,French,
Maroc,5,3,2,2,Medieval Latin,
Momos,5,3,2,2,,
Mazed,5,3,2,1,,
Setup,5,3,2,2,,
Tubal,5,3,2,2,,
Arear,5,2,3,2,,
Adige,5,2,3,3,,
Saale,5,2,3,1,,
Cissy,5,4,1,2,,
Pains,5,3,2,1,,
Haler,5,3,2,2,Middle French,
Berra,5,3,2,2,,
Peaky,5,3,2,2,,
Sabal,5,3,2,2,,
Pilau,5,2,3,2,Hawaiian,
Grimy,5,4,1,2,,
Tares,5,3,2,1,,
Debby,5,4,1,2,,
Litre,5,3,2,2,French,
Prise,5,3,2,1,French,
Oakum,5,2,3,2,Middle English,
Ampul,5,3,2,2,Old French,
Bawdy,5,4,1,2,,
Loupe,5,2,3,1,French,
Cuffs,5,4,1,1,,
Mimeo,5,2,3,2,,
Pawky,5,4,1,2,,
Lobar,5,3,2,2,,
Traps,5,4,1,1,,
Lehar,5,3,2,2,,
Taxus,5,3,2,2,Latin,
Athar,5,3,2,2,,
Hemin,5,3,2,2,,
Dawes,5,3,2,1,,
Raphe,5,3,2,2,Late Latin,
Sahib,5,3,2,2,Hindi,
Wiles,5,3,2,2,,
Breiz,5,3,2,1,,
Moray,5,3,2,2,Portuguese,
Ricer,5,3,2,2,,
Ogler,5,3,2,2,,
Rollo,5,3,2,2,Old French,
Unfit,5,3,2,2,,
Marvy,5,4,1,2,,
Gloam,5,3,2,1,,
Rhomb,5,4,1,1,,
Likes,5,3,2,1,,
Tutti,5,3,2,2,Italian,
Afoul,5,2,3,2,,
Porte,5,3,2,2,French,
Carob,5,3,2,2,Middle French,
Minsk,5,4,1,1,Belarusian,
Jinni,5,3,2,2,,
Larch,5,4,1,1,Latin,
Thais,5,3,2,1,,
Helot,5,3,2,2,Latin,
Parus,5,3,2,2,,
Malva,5,3,2,2,Latin,
Raped,5,3,2,1,,
Amnic,5,3,2,2,,
Washy,5,4,1,2,,
Berit,5,3,2,2,Swedish,
Aurar,5,2,3,2,Latin,
Ianfu,5,2,3,3,,
Psora,5,3,2,2,Latin,
Waddy,5,4,1,2,Dharug,
Dipus,5,3,2,2,,
Mopus,5,3,2,2,,
Tajik,5,3,2,2,,
Slosh,5,4,1,1,,
Loony,5,3,2,2,,
Vaman,5,3,2,2,,
Skimp,5,4,1,1,,
Width,5,4,1,1,,
Lossy,5,4,1,2,,
Vaman,5,3,2,2,,
Aralu,5,2,3,3,,
Racon,5,3,2,2,,
Taped,5,3,2,1,,
Gouty,5,3,2,2,,
Bomos,5,3,2,2,,
Autun,5,2,3,2,,
Glued,5,3,2,1,,
Salvo,5,3,2,2,Latin,
Divvy,5,4,1,2,,
Balas,5,3,2,2,Old English,
Diazo,5,2,3,3,,
Oaten,5,2,3,2,,
Loops,5,3,2,1,,
Obeah,5,2,3,2,Igbo,
Lansa,5,3,2,2,French,
Skins,5,4,1,1,,
Siris,5,3,2,2,,
Flunk,5,4,1,1,,
Cruet,5,3,2,1,Anglo Norman,
Zoned,5,3,2,1,,
Foist,5,3,2,1,Dutch,
Lowly,5,4,1,2,,
Ogden,5,3,2,2,Old English,
Omani,5,2,3,3,,
Sonny,5,4,1,2,,
Celom,5,3,2,2,,
Grebe,5,3,2,2,French,
Sigil,5,3,2,2,Latin,
Nares,5,3,2,1,,
Sided,5,3,2,2,,
Rheum,5,3,2,1,Medieval Latin,
Gamic,5,3,2,2,,
Poyou,5,2,3,1,,
Loamy,5,3,2,2,,
Makes,5,3,2,1,,
Ceres,5,3,2,1,Latin,
Hawky,5,4,1,2,,
Fetor,5,3,2,2,,
Peppy,5,4,1,2,,
Rigid,5,3,2,2,Latin,
Sower,5,3,2,2,,
Orris,5,3,2,2,,
Barky,5,4,1,2,,
Coign,5,3,2,1,Old French,
Ceded,5,3,2,2,,
Aphis,5,3,2,2,,
Aphis,5,3,2,2,,
Skeet,5,3,2,1,,
Damar,5,3,2,2,Malay,
Pusey,5,3,2,2,,
Leggy,5,4,1,2,,
Tenia,5,2,3,3,Latin,
Dhawa,5,3,2,2,,
Nadir,5,3,2,2,Medieval Latin,
Norms,5,4,1,1,,
Lepus,5,3,2,2,Latin,
Maleo,5,2,3,2,,
Xeric,5,3,2,2,Ancient Greek,
Yacca,5,3,2,2,Spanish,
Goldi,5,3,2,2,,
Natta,5,3,2,2,,
Crake,5,3,2,1,Old Norse,
Welty,5,4,1,2,,
Robed,5,3,2,2,,
Mwera,5,3,2,2,,
Veldt,5,4,1,1,,
