Word,Length,Consonants,Vowels,Syllables,Origin,Favourite
Yield,5,3,2,1,Middle English,
Risen,5,3,2,2,Old Dutch,
Relax,5,3,2,2,Old French,
Amuck,5,3,2,2,,
Medic,5,3,2,2,Latin,
Crumb,5,4,1,1,Old English,
Handy,5,4,1,2,English,
Kasha,5,3,2,2,Russian,
Argon,5,3,2,2,Ancient Greek,
Helve,5,3,2,2,Old English,
Bimbo,5,3,2,2,Italian,
Stent,5,4,1,1,,
Windy,5,4,1,2,,
Brant,5,4,1,1,Old English,
Nymph,5,5,0,1,Middle English,
Maths,5,4,1,1,,
Mural,5,3,2,2,Latin,
Urate,5,2,3,2,,
Boost,5,3,2,1,,
Limbs,5,4,1,1,,
Merit,5,3,2,2,Middle English,
Spock,5,4,1,1,Dutch,
Dippy,5,4,1,2,,
Corps,5,4,1,1,French,
Orate,5,2,3,2,Latin,
Braid,5,3,2,1,Middle English,
Pinky,5,4,1,2,Dutch,
Qiang,5,3,2,2,,
Minus,5,3,2,2,Latin,
Wrath,5,4,1,1,Middle English,
Realm,5,3,2,1,Old French,
Merge,5,3,2,2,Latin,
Frame,5,3,2,1,Middle English,
Latex,5,3,2,2,Latin,
Emery,5,3,2,3,French,
Ypres,5,4,1,1,French,
Nails,5,3,2,1,,
Widow,5,3,2,2,Old English,
Falls,5,4,1,1,,
Riven,5,3,2,2,Middle English,
Regal,5,3,2,2,Middle English,
Align,5,3,2,2,Middle English,
Scion,5,3,2,1,Old French,
Gamma,5,3,2,2,Ancient Greek,
Spoke,5,3,2,1,Old English,
Anion,5,2,3,2,,
Surya,5,3,2,2,Sanskrit,
Hymen,5,4,1,2,French,
Adapt,5,3,2,2,Middle French,
Flair,5,3,2,1,Middle English,
Aalto,5,2,3,2,,
Grate,5,3,2,1,Late Latin,
Unite,5,2,3,2,Latin,
Jacks,5,4,1,1,,
Quote,5,2,3,1,Old French,
Buggy,5,4,1,2,English,
Waver,5,3,2,2,Old Norse,
Thong,5,4,1,1,Middle English,
Strum,5,4,1,1,,
Faint,5,3,2,1,Middle English,
Indus,5,3,2,2,Latin,
Hayes,5,3,2,1,Old English,
Herbs,5,4,1,1,,
Breed,5,3,2,1,Old English,
Hills,5,4,1,1,,
Deals,5,3,2,1,,
Atlas,5,3,2,2,Ancient Greek,
Daffy,5,4,1,2,,
Boast,5,3,2,1,Middle English,
Graft,5,4,1,1,Middle English,
Boule,5,2,3,1,French,
Halal,5,3,2,2,Arabic,
Saver,5,3,2,2,Old French,
Yummy,5,4,1,2,,
Okapi,5,2,3,3,Mvuba,
Drill,5,4,1,1,Middle Dutch,
Facts,5,4,1,1,,
Frogs,5,4,1,1,,
Laden,5,3,2,2,Old Dutch,
Means,5,3,2,1,,
Laden,5,3,2,2,Old Dutch,
Frogs,5,4,1,1,,
Cargo,5,3,2,2,Spanish,
Squid,5,3,2,1,,
Funds,5,4,1,1,,
Lilac,5,3,2,2,Arabic,
Snape,5,3,2,1,Old Norse,
Drool,5,3,2,1,,
Humid,5,3,2,2,Old French,
Wiser,5,3,2,2,,
Glaze,5,3,2,1,Old English,
Scamp,5,4,1,1,Old French,
Dolce,5,3,2,2,Latin,
Laver,5,3,2,2,Latin,
Pixel,5,3,2,2,English,
Anvil,5,3,2,2,Middle English,
Haunt,5,3,2,1,Middle English,
Saudi,5,2,3,2,Arabic,
Colic,5,3,2,2,,
Aryan,5,3,2,2,Sanskrit,
Vocal,5,3,2,2,Old French,
Prude,5,3,2,1,French,
Eerie,5,1,4,2,Middle English,
Comer,5,3,2,2,Latin,
Pouch,5,3,2,1,Old Northern French,
Stark,5,4,1,1,Middle English,
Amati,5,2,3,3,,
Lloyd,5,4,1,1,Welsh,
Alloy,5,3,2,2,Anglo Norman,
Grind,5,4,1,1,Middle English,
Clamp,5,4,1,1,,
Marge,5,3,2,2,French,
Banal,5,3,2,2,French,
Agora,5,2,3,3,Latin,
Grout,5,3,2,1,Middle English,
Hertz,5,4,1,1,,
Guppy,5,4,1,2,,
Wager,5,3,2,2,Anglo Norman,
Gauge,5,2,3,1,Middle English,
Liner,5,3,2,2,,
Laney,5,3,2,2,,
Known,5,4,1,1,Middle English,
Slant,5,4,1,1,,
Blown,5,4,1,1,Middle English,
Downs,5,4,1,1,,
Pence,5,3,2,1,,
Quail,5,2,3,2,Middle Dutch,
Glade,5,3,2,1,Middle English,
Shift,5,4,1,1,Middle English,
Jaffa,5,3,2,2,Arabic,
Sides,5,3,2,1,,
Coney,5,3,2,2,,
Strip,5,4,1,1,Middle Low German,
Spots,5,4,1,1,,
Dryer,5,4,1,1,,
Bribe,5,3,2,1,Old French,
Lenin,5,3,2,2,Russian,
Sever,5,3,2,2,Middle English,
Polis,5,3,2,2,Ancient Greek,
Jumbo,5,3,2,2,,
Shove,5,3,2,1,Middle English,
Amend,5,3,2,2,Old French,
Basis,5,3,2,2,Latin,
Latch,5,4,1,1,Middle English,
Cling,5,4,1,1,Old English,
Sotho,5,3,2,2,,
Flush,5,4,1,1,Middle English,
Gizmo,5,3,2,2,,
Afoot,5,2,3,2,,
Shank,5,4,1,1,Middle English,
Clasp,5,4,1,1,Old English,
Burma,5,3,2,2,Burmese,
Diver,5,3,2,2,Proto Slavic,
Flyer,5,4,1,1,,
Corgi,5,3,2,2,Welsh,
Plica,5,3,2,2,Medieval Latin,
Indie,5,2,3,2,,
Judah,5,3,2,2,Hebrew,
Jihad,5,3,2,2,Arabic,
Axial,5,2,3,3,,
Camas,5,3,2,2,Chinook Jargon,
Mound,5,3,2,1,Middle English,
Quint,5,3,2,1,Latin,
Swain,5,3,2,1,Old Norse,
Spawn,5,4,1,1,Middle English,
Apish,5,3,2,2,,
Kodak,5,3,2,2,,
Rhine,5,3,2,1,Old English,
Kiosk,5,3,2,2,French,
Rouse,5,2,3,1,Middle English,
Sigma,5,3,2,2,Ancient Greek,
Chive,5,3,2,1,Middle English,
Props,5,4,1,1,,
Dusty,5,4,1,2,Middle English,
Eared,5,2,3,1,,
Vague,5,2,3,1,Middle French,
Riser,5,3,2,2,,
Gummy,5,4,1,2,,
Cabal,5,3,2,2,French,
Loess,5,3,2,1,German,
Pasha,5,3,2,2,Ottoman Turkish,
Frisk,5,4,1,1,Middle English,
Goody,5,3,2,2,,
Snout,5,3,2,1,Germanic,
Bells,5,4,1,1,,
Hosta,5,3,2,2,New Latin,
Monas,5,3,2,2,Ancient Greek,
Ecole,5,2,3,2,,
Liven,5,3,2,2,,
Yemen,5,3,2,2,Arabic,
Mover,5,3,2,2,Latin,
Apsis,5,3,2,2,Latin,
Cakey,5,3,2,2,,
Vivid,5,3,2,2,Latin,
Fleet,5,3,2,1,Middle English,
Folks,5,4,1,1,,
Quirk,5,3,2,1,,
Agism,5,3,2,3,,
Hippy,5,4,1,2,,
Roads,5,3,2,1,,
Calif,5,3,2,2,Old French,
Tabby,5,4,1,2,French,
Lease,5,2,3,1,Middle English,
Leoni,5,2,3,2,,
Boggy,5,4,1,2,,
Evers,5,3,2,1,,
Topaz,5,3,2,2,Ancient Greek,
Stray,5,4,1,1,Middle English,
Bower,5,3,2,2,Old English,
Stern,5,4,1,1,Middle English,
Opine,5,2,3,2,Latin,
Vomit,5,3,2,2,Middle English,
Caber,5,3,2,2,Latin,
Theta,5,3,2,2,Ancient Greek,
Tenor,5,3,2,2,Latin,
Calve,5,3,2,2,,
Graze,5,3,2,1,Old English,
Ashen,5,3,2,2,,
Saggy,5,4,1,2,,
Clove,5,3,2,1,Middle English,
Canis,5,3,2,2,Latin,
Conto,5,3,2,2,Spanish,
Cheka,5,3,2,2,,
Reich,5,3,2,1,German,
Aegis,5,2,3,2,Latin,
Beats,5,3,2,1,,
Croup,5,3,2,1,Middle English,
Savvy,5,4,1,2,Portuguese,
Dubai,5,2,3,2,,
Umber,5,3,2,2,English,
Chine,5,3,2,1,Middle English,
Fatty,5,4,1,2,Dutch,
Rival,5,3,2,2,Latin,
Marin,5,3,2,2,Latin,
Deist,5,3,2,1,French,
Jazzy,5,4,1,2,,
Borax,5,3,2,2,Middle English,
Norse,5,3,2,1,Dutch,
Admix,5,3,2,2,,
Sieve,5,2,3,2,Old English,
Allot,5,3,2,2,Old French,
Shire,5,3,2,1,Old English,
Egest,5,3,2,2,Latin,
Troll,5,4,1,1,Norwegian,
Judas,5,3,2,2,,
Abdal,5,3,2,2,Arabic,
Mongo,5,3,2,2,,
Fried,5,3,2,1,,
Lusty,5,4,1,2,Middle English,
Tetra,5,3,2,2,Translingual,
Psych,5,5,0,1,,
Flint,5,4,1,1,,
Macau,5,2,3,2,Portuguese,
Chewy,5,4,1,2,,
Crick,5,4,1,1,,
Gleam,5,3,2,1,Proto Indo European,
Croak,5,3,2,1,Middle English,
Kesha,5,3,2,2,,
Anura,5,2,3,3,New Latin,
Baiza,5,2,3,2,,
Taupe,5,2,3,1,French,
Venom,5,3,2,2,Anglo Norman,
Wench,5,4,1,1,Middle English,
Mater,5,3,2,2,Latin,
Parka,5,3,2,2,Aleut,
Barth,5,4,1,1,,
Enate,5,2,3,2,Latin,
Royce,5,3,2,2,,
Bezel,5,3,2,2,French,
Hoist,5,3,2,1,,
Ninny,5,4,1,2,,
Joust,5,3,2,1,Middle English,
Mills,5,4,1,1,,
Jabot,5,3,2,2,French,
Felon,5,3,2,2,Middle English,
Cower,5,3,2,2,Middle Low German,
Amino,5,2,3,3,,
Manly,5,4,1,2,,
Query,5,3,2,2,Latin,
Trait,5,3,2,1,Middle French,
Trait,5,3,2,1,Middle French,
Tramp,5,4,1,1,Middle English,
Serge,5,3,2,2,French,
Sarge,5,3,2,2,Vulgar Latin,
Pudge,5,3,2,1,,
Britt,5,4,1,1,,
Domus,5,3,2,2,Proto Indo European,
Apply,5,4,1,2,Old French,
Conic,5,3,2,2,Ancient Greek,
Haste,5,3,2,1,Middle English,
Pally,5,4,1,2,,
Angst,5,4,1,1,Middle High German,
Shush,5,4,1,1,,
Atman,5,3,2,2,Sanskrit,
Wired,5,3,2,1,,
Havel,5,3,2,2,Latin,
Least,5,3,2,1,,
Steed,5,3,2,1,Old English,
Chewa,5,3,2,2,,
Gibbs,5,4,1,1,,
Azide,5,2,3,2,,
Pokey,5,3,2,2,,
Twang,5,4,1,1,,
Quits,5,3,2,1,,
Rabbi,5,3,2,2,,
Astor,5,3,2,2,,
Blain,5,3,2,1,,
Scoop,5,3,2,1,Dutch,
Cajun,5,3,2,2,Acadian French,
Jetty,5,4,1,2,French,
Siege,5,2,3,2,Middle English,
Drown,5,4,1,1,Old Norse,
Usage,5,2,3,2,Anglo Norman,
Racer,5,3,2,2,English,
Elves,5,3,2,1,,
Essay,5,3,2,2,Middle French,
Quite,5,2,3,1,Anglo Norman,
Zippy,5,4,1,2,,
Sweep,5,3,2,1,Old English,
Cabot,5,3,2,2,,
Dully,5,4,1,2,,
Twirl,5,4,1,1,,
Knead,5,3,2,1,Middle English,
Midas,5,3,2,2,,
Beget,5,3,2,2,Middle English,
Dumpy,5,4,1,2,,
Based,5,3,2,1,,
Amora,5,2,3,3,Latin,
Therm,5,4,1,1,,
Chump,5,4,1,1,,
Raver,5,3,2,2,,
Qiana,5,2,3,3,,
Therm,5,4,1,1,,
Foyer,5,3,2,1,French,
Cline,5,3,2,1,,
Macho,5,3,2,2,Spanish,
Lines,5,3,2,1,,
Usual,5,2,3,3,French,
Laser,5,3,2,2,Latin,
Phage,5,3,2,1,Ancient Greek,
Whisk,5,4,1,1,Middle English,
Picky,5,4,1,2,,
Trice,5,3,2,1,,
Wales,5,3,2,1,Proto Germanic,
Jerky,5,4,1,2,Quechuan,
Swell,5,4,1,1,Middle English,
Wader,5,3,2,2,,
Shawl,5,4,1,1,Persian,
Valor,5,3,2,2,Anglo Norman,
Fritz,5,4,1,1,,
Acris,5,3,2,2,,
Aider,5,2,3,2,Old French,
Aural,5,2,3,2,Latin,
Saman,5,3,2,2,Old Norse,
Stria,5,3,2,2,Latin,
Asker,5,3,2,2,Middle English,
Omiya,5,2,3,2,,
Mensa,5,3,2,2,Latin,
Steer,5,3,2,1,Old English,
Ovate,5,2,3,2,Latin,
Luger,5,3,2,2,,
Retro,5,3,2,2,French,
Munch,5,4,1,1,,
Sleek,5,3,2,1,,
Neath,5,3,2,1,,
Gates,5,3,2,1,,
Naked,5,3,2,1,Middle English,
Thyme,5,4,1,2,Ancient Greek,
Gauri,5,2,3,2,,
Jonah,5,3,2,2,Hebrew,
Grime,5,3,2,1,Middle English,
Cabby,5,4,1,2,,
Probe,5,3,2,1,Latin,
Splat,5,4,1,1,,
Ryder,5,4,1,2,,
Rabid,5,3,2,2,Latin,
Panel,5,3,2,2,Old French,
Tread,5,3,2,1,Middle English,
Suede,5,2,3,2,French,
Rondo,5,3,2,2,Italian,
Gumbo,5,3,2,2,Bantu,
Mansi,5,3,2,2,,
Stead,5,3,2,1,Middle English,
Carib,5,3,2,2,Arawak,
Freud,5,3,2,1,German,
Kudos,5,3,2,2,Ancient Greek,
Brill,5,4,1,1,Cornish,
Comic,5,3,2,2,Latin,
Basel,5,3,2,2,,
Items,5,3,2,2,,
Batis,5,3,2,2,,
Swear,5,3,2,1,Middle English,
Admit,5,3,2,2,Middle English,
Bosom,5,3,2,2,Old English,
Donor,5,3,2,2,Middle English,
Alpen,5,3,2,2,,
Endow,5,3,2,2,Middle English,
Lynch,5,5,0,1,,
Flout,5,3,2,1,Middle English,
Trite,5,3,2,1,Latin,
Leone,5,2,3,1,Latin,
Chomp,5,4,1,1,,
Bated,5,3,2,2,,
Abamp,5,3,2,2,,
Spate,5,3,2,1,Latin,
Derma,5,3,2,2,New Latin,
Putty,5,4,1,2,French,
Brawn,5,4,1,1,Middle English,
Vista,5,3,2,2,Italian,
Abaft,5,3,2,2,Middle English,
Waive,5,2,3,1,Middle English,
Igloo,5,2,3,2,Inuktitut,
Bolus,5,3,2,2,Late Latin,
Maxim,5,3,2,2,Anglo Norman,
Budge,5,3,2,1,,
Epoch,5,3,2,2,Medieval Latin,
Fewer,5,3,2,2,,
Smock,5,4,1,1,Old English,
Spank,5,4,1,1,,
Stork,5,4,1,1,Middle English,
Bayer,5,3,2,1,,
Beria,5,2,3,3,,
Julio,5,2,3,3,Italian,
Rates,5,3,2,1,,
Manus,5,3,2,2,Latin,
Ulcer,5,3,2,2,Latin,
Akron,5,3,2,2,Ancient Greek,
Dunce,5,3,2,1,,
Celeb,5,3,2,2,,
Swipe,5,3,2,1,,
Reset,5,3,2,2,,
Creon,5,3,2,1,,
Forge,5,3,2,2,Old French,
Odium,5,2,3,3,Latin,
Hamas,5,3,2,2,Arabic,
Craze,5,3,2,1,Middle English,
Conga,5,3,2,2,,
Smite,5,3,2,1,Middle English,
Asura,5,2,3,3,Sanskrit,
Krill,5,4,1,1,Dutch,
Brisk,5,4,1,1,Welsh,
Vicar,5,3,2,2,Latin,
Jagua,5,2,3,2,,
Burnt,5,4,1,1,,
Puree,5,2,3,2,French,
Quasi,5,2,3,2,Latin,
Circa,5,3,2,2,Latin,
Koran,5,3,2,2,Arabic,
Gally,5,4,1,2,Slavic,
Brash,5,4,1,1,,
Stout,5,3,2,1,Middle English,
Flare,5,3,2,1,,
Sasha,5,3,2,2,,
Mired,5,3,2,1,,
Pyrex,5,4,1,2,,
Hated,5,3,2,2,,
Tippy,5,4,1,2,,
Salim,5,3,2,2,,
Cords,5,4,1,1,,
Dinky,5,4,1,2,,
Snarl,5,4,1,1,Middle English,
Whiff,5,4,1,1,,
Karat,5,3,2,2,French,
Vinyl,5,4,1,2,,
Tonic,5,3,2,2,Ancient Greek,
Ambit,5,3,2,2,Latin,
Armin,5,3,2,2,Latin,
Combo,5,3,2,2,Quechua,
Alost,5,3,2,2,,
Andes,5,3,2,1,Spanish,
Squat,5,3,2,1,Middle English,
Tulsa,5,3,2,2,,
Lippy,5,4,1,2,,
Sated,5,3,2,2,,
Dilly,5,4,1,2,,
Chaff,5,4,1,1,Old English,
Terse,5,3,2,1,French,
Swiss,5,4,1,1,Middle French,
Owens,5,3,2,2,,
Gnash,5,4,1,1,Middle English,
Apace,5,2,3,2,,
Egger,5,3,2,2,,
Glenn,5,4,1,1,English,
Geist,5,3,2,1,German,
Bloat,5,3,2,1,Old Norse,
Emote,5,2,3,2,,
Gruel,5,3,2,1,Old French,
Burns,5,4,1,1,,
Lethe,5,3,2,2,Latin,
Madam,5,3,2,2,Old French,
Nasal,5,3,2,2,Latin,
Abuja,5,2,3,3,,
Marsh,5,4,1,1,Middle English,
Gorge,5,3,2,2,Middle English,
Viral,5,3,2,2,,
Baldy,5,4,1,2,,
Taker,5,3,2,2,,
Auden,5,2,3,2,,
Cluck,5,4,1,1,Middle English,
Anode,5,2,3,2,Ancient Greek,
Nippy,5,4,1,2,,
Cadiz,5,3,2,2,Spanish,
Stake,5,3,2,1,,
Hocus,5,3,2,2,,
Mashi,5,3,2,2,,
Venal,5,3,2,2,Latin,
Beech,5,3,2,1,Middle English,
Fitch,5,4,1,1,,
Brier,5,3,2,1,,
Resin,5,3,2,2,Old French,
Hence,5,3,2,1,Middle English,
Aesop,5,2,3,2,Ancient Greek,
Matte,5,3,2,2,,
Hives,5,3,2,1,,
Locus,5,3,2,2,Latin,
Crank,5,4,1,1,Old English,
Dense,5,3,2,2,Middle French,
Stoma,5,3,2,2,Ancient Greek,
Belay,5,3,2,2,Middle English,
Dinka,5,3,2,2,,
Await,5,2,3,2,Middle English,
Haver,5,3,2,2,Scots,
Visit,5,3,2,2,Latin,
Oneal,5,2,3,2,,
Crude,5,3,2,1,Middle English,
Miner,5,3,2,2,,
Units,5,3,2,2,,
Catty,5,4,1,2,Malay,
Focal,5,3,2,2,New Latin,
Moped,5,3,2,2,Swedish,
Decaf,5,3,2,2,,
Focal,5,3,2,2,New Latin,
Lapse,5,3,2,2,Middle French,
Thump,5,4,1,1,,
Feist,5,3,2,1,Middle English,
Burro,5,3,2,2,Spanish,
Lemur,5,3,2,2,Latin,
Lorry,5,4,1,2,North Germanic,
Weave,5,2,3,1,Old English,
Hovel,5,3,2,2,Middle English,
Melia,5,2,3,3,New Latin,
Paddy,5,4,1,2,Malay,
Bouge,5,2,3,1,Latin,
Woody,5,3,2,2,,
Miter,5,3,2,2,,
Owned,5,3,2,1,,
Iowan,5,2,3,3,,
Scant,5,4,1,1,Middle English,
Axiom,5,2,3,3,Middle French,
Psalm,5,4,1,1,Middle English,
Caste,5,3,2,1,Portuguese,
Freed,5,3,2,1,Old Frisian,
Rower,5,3,2,2,,
Asper,5,3,2,2,Old French,
Peril,5,3,2,2,Old French,
Yoked,5,3,2,1,,
Tudor,5,3,2,2,Welsh,
Dicer,5,3,2,2,,
Pyrus,5,4,1,2,Latin,
Uvula,5,2,3,3,Late Latin,
Quota,5,2,3,2,Latin,
Frock,5,4,1,1,Middle English,
Duple,5,3,2,2,Latin,
Drape,5,3,2,1,Middle English,
Knoll,5,4,1,1,Old English,
Antsy,5,4,1,2,,
Aiken,5,2,3,2,,
Rider,5,3,2,2,Proto Germanic,
Aleut,5,2,3,2,Aleut,
Loads,5,3,2,1,,
Niche,5,3,2,1,Old French,
Ensis,5,3,2,2,,
Braun,5,3,2,1,,
Lobby,5,4,1,2,Old French,
Heads,5,3,2,1,,
Bella,5,3,2,2,,
Chary,5,4,1,2,Middle English,
Janus,5,3,2,2,Latin,
Stale,5,3,2,1,Middle English,
Quito,5,2,3,2,,
Proxy,5,4,1,2,Anglo Norman,
Parks,5,4,1,1,,
Fiche,5,3,2,1,French,
Tiles,5,3,2,2,,
Mooch,5,3,2,1,Middle English,
Tails,5,3,2,1,,
Vitis,5,3,2,2,Latin,
Safar,5,3,2,2,Arabic,
Frill,5,4,1,1,,
Ducal,5,3,2,2,Middle French,
Bowie,5,2,3,2,,
Fined,5,3,2,1,,
Crump,5,4,1,1,German,
Bowel,5,3,2,2,Middle French,
Capri,5,3,2,2,,
Eyrie,5,2,3,2,Old French,
Blunt,5,4,1,1,Old Norse,
Twain,5,3,2,1,Middle English,
Tubby,5,4,1,2,,
Needy,5,3,2,2,Middle English,
Piety,5,3,2,3,,
Debut,5,3,2,2,French,
Awash,5,3,2,2,,
Swine,5,3,2,1,Middle English,
Singe,5,3,2,2,Middle English,
Fated,5,3,2,2,,
Botch,5,4,1,1,Middle English,
Snoop,5,3,2,1,Dutch,
Dijon,5,3,2,2,,
Brith,5,4,1,1,,
Forks,5,4,1,1,,
Oates,5,2,3,1,,
Macaw,5,3,2,2,Portuguese,
Hiker,5,3,2,2,,
Fiery,5,3,2,2,Middle English,
Accho,5,3,2,2,,
Acerb,5,3,2,2,,
Kneel,5,3,2,1,Middle English,
Throw,5,4,1,1,Middle English,
Belie,5,2,3,2,Middle English,
Poach,5,3,2,1,Middle French,
Irons,5,3,2,2,,
Babel,5,3,2,2,Latin,
Reply,5,4,1,2,Old French,
Bronx,5,4,1,1,,
Canny,5,4,1,2,Middle English,
Volta,5,3,2,2,Portuguese,
Kooky,5,3,2,2,,
Avert,5,3,2,2,Old French,
Chari,5,3,2,2,,
Boozy,5,3,2,2,,
Lange,5,3,2,2,,
Chari,5,3,2,2,,
Wares,5,3,2,1,,
Unify,5,3,2,3,Old French,
Toxin,5,3,2,2,Latin,
Famed,5,3,2,1,,
Motel,5,3,2,2,,
Maori,5,2,3,2,Maori,
Poser,5,3,2,2,Vulgar Latin,
Goner,5,3,2,2,,
Freon,5,3,2,1,Old Frisian,
Manas,5,3,2,2,Sanskrit,
Tinge,5,3,2,2,Latin,
Deter,5,3,2,2,Latin,
Naggy,5,4,1,2,,
Plush,5,4,1,1,French,
Toner,5,3,2,2,,
Banff,5,4,1,1,Scottish Gaelic,
Vanda,5,3,2,2,,
Scape,5,3,2,1,Latin,
Seder,5,3,2,2,,
Wages,5,3,2,2,,
Ethic,5,3,2,2,Old French,
Chock,5,4,1,1,Anglo Norman,
Mayer,5,3,2,1,,
Colly,5,4,1,2,Middle English,
Larva,5,3,2,2,Latin,
Spite,5,3,2,1,Middle English,
Funky,5,4,1,2,,
Bills,5,4,1,1,,
Bleat,5,3,2,1,Middle English,
Feral,5,3,2,2,French,
Anser,5,3,2,2,Latin,
Acned,5,3,2,1,,
Eased,5,2,3,1,,
Talus,5,3,2,2,Latin,
Spiel,5,3,2,1,Scots,
Kappa,5,3,2,2,Ancient Greek,
Facet,5,3,2,2,French,
Nobel,5,3,2,2,,
Chunk,5,4,1,1,,
Ricin,5,3,2,2,Latin,
Outer,5,2,3,2,,
Marat,5,3,2,2,,
Carum,5,3,2,2,,
Brass,5,4,1,1,Old English,
Vertu,5,3,2,2,Latin,
Blear,5,3,2,1,Latin,
React,5,3,2,1,,
React,5,3,2,1,,
Levis,5,3,2,2,Proto Italic,
Bosky,5,4,1,2,,
Spoil,5,3,2,1,Old French,
Pooch,5,3,2,1,,
Lally,5,4,1,2,,
Carya,5,3,2,2,Ancient Greek,
Pluck,5,4,1,1,Middle English,
Circe,5,3,2,1,Ancient Greek,
Vixen,5,3,2,2,Old English,
Obese,5,2,3,2,Latin,
Ardor,5,3,2,2,Anglo Norman,
Brest,5,4,1,1,Celtic,
Krone,5,3,2,1,Middle Low German,
Faker,5,3,2,2,,
GRAPO,5,3,2,2,,
Named,5,3,2,1,,
Bandy,5,4,1,2,Old Provenal,
Adobo,5,2,3,3,Spanish,
Meade,5,2,3,1,,
Razor,5,3,2,2,Old French,
Vying,5,4,1,2,,
Groin,5,3,2,1,Middle English,
Ships,5,4,1,1,,
Tying,5,4,1,2,,
Qualm,5,3,2,1,Middle English,
Amide,5,2,3,2,,
Aghan,5,3,2,2,,
Droop,5,3,2,1,Middle English,
Fluke,5,3,2,1,Old English,
Polyp,5,4,1,2,Latin,
Manes,5,3,2,1,,
Adept,5,3,2,2,French,
Shunt,5,4,1,1,,
Clink,5,4,1,1,,
Spasm,5,4,1,2,Old French,
Spume,5,3,2,1,Latin,
Booze,5,2,3,2,,
Pithy,5,4,1,2,,
Lexis,5,3,2,2,Ancient Greek,
Cited,5,3,2,2,Latin,
Danes,5,3,2,1,,
Crypt,5,5,0,1,Latin,
Mulch,5,4,1,1,Middle English,
Until,5,3,2,2,Old Norse,
Kauai,5,1,4,2,Hawaiian,
Equus,5,2,3,2,Latin,
Grunt,5,4,1,1,Middle English,
Hasty,5,4,1,2,Old French,
Anjou,5,2,3,2,,
Blare,5,3,2,1,,
Alger,5,3,2,2,,
Heinz,5,3,2,1,,
Rotor,5,3,2,2,,
Lacer,5,3,2,2,Proto Indo European,
Tatou,5,2,3,2,French,
Serum,5,3,2,2,Latin,
Liman,5,3,2,2,French,
Valid,5,3,2,2,French,
Anent,5,3,2,2,Middle English,
Theft,5,4,1,1,Old English,
Furry,5,4,1,2,,
Terra,5,3,2,2,Old Provenal,
Bream,5,3,2,1,Old French,
Suite,5,2,3,1,French,
Purus,5,3,2,2,,
Sumer,5,3,2,2,Akkadian,
Awned,5,3,2,1,,
Alate,5,2,3,2,Latin,
Radon,5,3,2,2,English,
Hypha,5,4,1,2,New Latin,
Pushy,5,4,1,2,,
Godly,5,4,1,2,,
Plier,5,3,2,1,Latin,
Optic,5,3,2,2,Medieval Latin,
Emmer,5,3,2,2,,
Quash,5,3,2,1,Old French,
Hausa,5,2,3,2,Hausa,
Abila,5,2,3,3,,
Glans,5,4,1,1,Latin,
Beams,5,3,2,1,,
Quaff,5,3,2,1,,
Qaeda,5,2,3,2,,
Kutch,5,4,1,1,,
Olden,5,3,2,2,,
Drawn,5,4,1,1,,
Sward,5,4,1,1,Old English,
Raper,5,3,2,2,,
Marks,5,4,1,1,Latin,
Pinus,5,3,2,2,Latin,
Aided,5,2,3,2,,
Hired,5,3,2,1,Proto Germanic,
Tange,5,3,2,2,,
Donga,5,3,2,2,,
Bahai,5,2,3,2,,
Batik,5,3,2,2,,
Niner,5,3,2,2,,
Biped,5,3,2,1,,
Bazoo,5,2,3,2,,
Rinse,5,3,2,2,Middle English,
Bazoo,5,2,3,2,,
Aptly,5,4,1,2,,
Galen,5,3,2,2,Ancient Greek,
Robes,5,3,2,2,,
Loren,5,3,2,2,,
Lithe,5,3,2,2,Middle English,
Swath,5,4,1,1,Old English,
Gears,5,3,2,1,,
Bigot,5,3,2,2,French,
Stung,5,4,1,1,,
Quine,5,2,3,1,,
Manda,5,3,2,2,,
Patsy,5,4,1,2,,
Bravo,5,3,2,2,Italian,
Ketch,5,4,1,1,,
ELISA,5,2,3,3,,
Dated,5,3,2,2,,
Marti,5,3,2,2,,
Jaded,5,3,2,2,Old Norse,
Withe,5,3,2,2,Middle English,
Blurt,5,4,1,1,,
Goofy,5,3,2,2,,
Truss,5,4,1,1,Old French,
Exing,5,3,2,2,,
Rhone,5,3,2,1,,
Schiz,5,4,1,1,,
Elude,5,2,3,2,Latin,
Franc,5,4,1,1,French,
Bands,5,4,1,1,,
Sabah,5,3,2,2,Malay,
Madly,5,4,1,2,,
Adopt,5,3,2,2,Middle French,
Strap,5,4,1,1,Middle English,
Linin,5,3,2,2,,
Bitty,5,4,1,2,,
Baric,5,3,2,2,,
Sonar,5,3,2,2,Latin,
Throb,5,4,1,1,,
Plume,5,3,2,1,Latin,
Corny,5,4,1,2,Latin,
Avens,5,3,2,2,Middle English,
Ictus,5,3,2,2,Latin,
Arhus,5,3,2,2,,
Error,5,3,2,2,Middle English,
Asset,5,3,2,2,Anglo Norman,
Vogue,5,2,3,1,Middle French,
Snood,5,3,2,1,Old English,
Briar,5,3,2,2,Old English,
Annal,5,3,2,2,Latin,
Tumor,5,3,2,2,Old French,
Sniff,5,4,1,1,,
Anile,5,2,3,2,Latin,
Swart,5,4,1,1,Middle English,
Baize,5,2,3,1,French,
Upton,5,3,2,2,,
Taper,5,3,2,2,Middle English,
Auric,5,2,3,2,,
Shook,5,3,2,1,,
